path,first_heading,last_updated,status,redirect_note
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/completion-reports/SYSTEM_VALIDATION_COMPLETE.md,# System Validation Snapshot ✅,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/completion-reports/NO_HARDWARE_TASKS_COMPLETE.md,# No-Hardware Tasks Completion Summary,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/stakeholder-docs/TRUTH_PRECEDENCE_AND_SCORING.md,# Truth Precedence and Scoring Rubric,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/stakeholder-docs/README.md,# Archive: Stakeholder Documents (2025-10),,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/stakeholder-docs/VALIDATION_QUESTIONS_ANSWERED.md,# Validation Questions Answered,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/stakeholder-docs/STAKEHOLDER_NOTIFICATION_2025-10-15.md,# Stakeholder Notification - Documentation Consolidation Complete,,FLAGGED,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/restoration_summary_8ac7d2e.md,# Restoration Summary – Snapshot 8ac7d2e,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/SERVICE_AVAILABILITY_CHECKS_COMPLETE.md,# Service Availability Checks - Implementation Complete,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/TODO_CLEANUP_REPORT.md,# TODO Cleanup Report,,FLAGGED,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/TODO_CLEANUP_EXECUTION_SUMMARY.md,# TODO Cleanup - Execution Summary,,FLAGGED,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/PHASE_2_SOFTWARE_COMPLETE.md,# Phase 2 Software-Only Work - COMPLETE ✅,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/README.md,# Archive: Generated Reports (2025-10),,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/code_verification_evidence_2025-10-14.md,# Code Verification Evidence Summary,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/COMPLETE_EXECUTION_PLAN_2025-10-14.md,# Pragati ROS2 - Complete Execution Plan,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/EXECUTION_PROGRESS_TRACKER.md,# Pragati ROS2 - Execution Progress Tracker,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/master_status.md,# OAK-D Lite ROS2 Migration - Master Consolidated Status,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/OFFLINE_TESTING_QUICKSTART.md,# Offline Testing - Quick Start Guide,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/PHASE_2_1_PROGRESS_SUMMARY.md,# Phase 2.1 Progress Summary - Software Completeness Tasks,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/EXECUTIVE_REVIEW_SUMMARY_2025-10-14.md,# Pragati ROS2 - Executive Review Summary,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/MG6010_INDEX.md,# MG6010-i6 Motor Integration Documentation,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/README_GENERIC_MOTORS.md,# Generic Motor Controller System - Production Ready,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/DOCUMENTATION_GAPS_ANALYSIS.md,# Motor Control ROS2 - Documentation Gaps and Inconsistencies,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/DOCUMENTATION_CONSOLIDATION_PLAN.md,# MG6010-First Documentation Consolidation Plan,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/MG6010_README_UPDATES.md,# MG6010 README Update Instructions,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/MG6010_README.md,# MG6010-i6 Motor Integration Guide,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/MG6010_MG6010_INTEGRATION_COMPLETE.md,# ✅ MG6010 Integration - COMPLETE!,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/MG6010_MG6010_STATUS.md,# MG6010-i6 Integration Status,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/CODE_DOC_MISMATCH_REPORT.md,# 🚨 CRITICAL: CODE vs DOCUMENTATION MISMATCH REPORT,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/INDEX.md,# Motor Control Documentation Archive - October 2025,,FLAGGED,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/MG6010_PROTOCOL_COMPARISON.md,# MG6010-i6 CAN Protocol Implementation Comparison,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/MOTOR_COMM_FIX_INSTRUCTIONS.md,# MG6010 Motor Communication - Fix Instructions,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/MOTOR_COMM_ANALYSIS.md,# Why Motor Communication Failed Earlier Then Worked,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/DOCUMENTATION_REVIEW_COMPLETE.md,# Motor Control ROS2 - Documentation Review Phase Complete ✅,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/README.md,# Motor Control ROS2 (MG6010 Primary) ✅,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/MOTOR_CONTROL_COMPREHENSIVE_REVIEW.md,# 🚨 MOTOR CONTROL NODE - COMPREHENSIVE CODE REVIEW & ROOT CAUSE ANALYSIS,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/TRACEABILITY_TABLE.md,# Motor Control ROS2 - Code Interface Traceability Table,,FLAGGED,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/MG6010_MG6010_INTEGRATION_PLAN.md,# MG6010 Integration Plan - Complete Implementation,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/SERVICES_NODES_GUIDE.md,# ODrive ROS2 Services and Nodes Documentation,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/MOTOR_CONTROL_STATUS.md,# Motor Control ROS2 - System Status,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/consolidation-meta/DOCUMENTATION_CONSOLIDATION_PLAN_2025-10-15.md,# Documentation Consolidation Plan - October 15  2025,,FLAGGED,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/consolidation-meta/CONSOLIDATION_COMPLETE.md,# Documentation Consolidation - Completion Summary,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/consolidation-meta/CONSOLIDATION_LOG_2025-10-Phase1.md,# Documentation Consolidation Log,,FLAGGED,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/consolidation-meta/DOC_INVENTORY_FOR_AUDIT.md,# Documentation Inventory for Audit,,FLAGGED,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/consolidation-meta/CONSOLIDATION_MAP.md,# Documentation Consolidation Map,2025-10-15,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/consolidation-meta/CONSOLIDATION_PHASE1_COMPLETE.md,# Documentation Consolidation - Phase 1 Complete ✅,,FLAGGED,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/consolidation-meta/README.md,# Archive: Consolidation Meta (2025-10),,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/consolidation-meta/PHASE1_VERIFICATION_SUMMARY_2025-10-16.md,# Phase 1 Verification Summary,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/cotton_detection/MIGRATION_GUIDE.md,# Cotton Detection ROS2 - Migration Guide,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/yanthra_move/DOCS_CLEANUP_SUMMARY.md,# Documentation Cleanup Summary,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/yanthra_move/LEGACY_COTTON_DETECTION_DEPRECATED.md,# Legacy Cotton Detection Integration - DEPRECATED,,FLAGGED,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/phase-completion/PHASE1_3_COMPLETE.md,# Phase 1.3 Completion Report: DepthAIManager Integration into CottonDetectionNode,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/phase-completion/PHASE1_1_COMPLETE.md,# Phase 1.1: DepthAIManager Header & Skeleton - COMPLETE ✅,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/phase-completion/PHASE1_4_COMPLETE.md,# Phase 1.4 Completion Report: Detection Loop Integration,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/phase-completion/PHASE0_COMPLETION_SUMMARY.md,# Phase 0: Python Critical Fixes - COMPLETE ✅,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/phase-completion/PHASE2_IMPLEMENTATION_PLAN.md,# Phase 2 Implementation Plan,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/phase-completion/PHASE1_2_COMPLETE.md,# Phase 1.2: Full DepthAI Pipeline Implementation - COMPLETE ✅,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/phase-completion/PHASE1_DEPTHAI_CPP_INTEGRATION_GUIDE.md,# Phase 1: DepthAI C++ Integration Guide,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/phase-completion/PHASE0_PYTHON_CRITICAL_FIXES.md,# Phase 0: Python Wrapper Critical Fixes,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/getting-started/QUICK_START.md,# Cotton Detection C++ Migration - Quick Start,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/superseded/MOTOR_TUNING_GUIDE_2025-10-09_ODrive.md,# Pragati Robot Motor Tuning Guide,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/superseded/TODO_CONSOLIDATED.md,# Consolidated TODO Inventory,,FLAGGED,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/superseded/PRODUCTION_SYSTEM_EXPLAINED_2025-10-10_Monolithic.md,# Pragati Cotton Picking Robot - Production System Documentation,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/superseded/README.md,# Archive: Superseded Documents (2025-10),,FLAGGED,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/execution-plans/EXECUTION_PLAN_2025-09-30.md,# Pragati ROS2 System - Execution Plan,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/execution-plans/STATUS_REVIEW_CORRECTION_2025-09-30.md,# Status Review Correction - Cotton Detection Complete,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/execution-plans/IMPLEMENTATION_STATUS.md,# Implementation Status - Pragati ROS2,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/execution-plans/CRITICAL_PRIORITY_FIXES_STATUS.md,# Critical Priority Fixes - Status Update,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/execution-plans/IMPLEMENTATION_FIXES.md,# Implementation Fixes - Cotton Detection ROS2 Wrapper,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/execution-plans/README.md,# Archive: Execution Plans (2025-10),,FLAGGED,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/execution-plans/CPP_IMPLEMENTATION_START_HERE.md,# C++ Implementation Project - START HERE,,FLAGGED,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/execution-plans/CPP_IMPLEMENTATION_TASK_TRACKER.md,# C++ Implementation Task Tracker,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/session-summaries/SESSION_SUMMARY_2025-10-08.md,# Session Summary - October 8  2025,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/session-summaries/SESSION_SUMMARY_PHASE1_COMPLETE.md,# Session Summary: Phase 1 DepthAI C++ Integration Progress,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/session-summaries/README.md,# Archive: Session Summaries (2025-10),,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/tier-completion/TIER1_2_COMPLETE.md,# Tier 1.2 Complete: Motor Control Package Rename,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/tier-completion/TIER1_1_COMPLETE.md,# Tier 1.1 Complete: Dynamixel Package Removal,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/tier-completion/TIER3_1_COMPLETE.md,# Tier 3.1 Complete: Log Rotation & Disk Space Protection,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/tier-completion/TIER2_2_COMPLETE.md,# Tier 2.2 Complete: Unified Calibration Documentation,,,
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-phases/PHASE_5_COMPLETE.md,# Phase 5 Complete: Cotton Detection ROS2 Migration ✅,,FLAGGED,
/home/uday/Downloads/pragati_ros2/docs/project-management/REORGANIZATION_PROGRESS.md,# Documentation Reorganization Progress,,,
/home/uday/Downloads/pragati_ros2/docs/project-management/GAP_ANALYSIS_OCT2025.md,# Implementation Plan Gap Analysis,,,REDIRECT_NOTE
/home/uday/Downloads/pragati_ros2/docs/project-management/REMAINING_TASKS.md,# Cotton Detection ROS2 - Remaining Tasks,,,
/home/uday/Downloads/pragati_ros2/docs/project-management/DOCUMENTATION_REORGANIZATION_PLAN.md,# Documentation Reorganization Plan,,,
/home/uday/Downloads/pragati_ros2/docs/project-management/COMPLETION_CHECKLIST.md,# Cotton Detection ROS2 Migration - Final Completion Checklist ✅,,FLAGGED,
/home/uday/Downloads/pragati_ros2/docs/project-management/IMPLEMENTATION_PLAN_OCT2025.md,# Pragati ROS2 Refactoring & Enhancement Plan,,,
/home/uday/Downloads/pragati_ros2/docs/enhancements/PHASE_2_ROADMAP.md,# Phase 2 Roadmap: Production-Ready System,,,
/home/uday/Downloads/pragati_ros2/docs/enhancements/WEB_DASHBOARD_ENHANCEMENT_PLAN.md,# Web Dashboard Enhancement Plan,,,
/home/uday/Downloads/pragati_ros2/docs/robot_description/CHANGELOG.md,# Robot Description – Change Log & Validation Notes,,,
/home/uday/Downloads/pragati_ros2/docs/production-system/09-OPERATOR_GUIDE.md,# Operator Guide & Maintenance,,,
/home/uday/Downloads/pragati_ros2/docs/production-system/08-CONFIGURATION.md,# Configuration & Parameters,,,
/home/uday/Downloads/pragati_ros2/docs/production-system/07-SAFETY_SYSTEMS.md,# Safety Systems & Error Handling,,,
/home/uday/Downloads/pragati_ros2/docs/production-system/01-SYSTEM_OVERVIEW.md,# System Overview,,,
/home/uday/Downloads/pragati_ros2/docs/production-system/03-COTTON_DETECTION.md,# Cotton Detection & Multi-Cotton Picking,,,
/home/uday/Downloads/pragati_ros2/docs/production-system/02-HARDWARE_ARCHITECTURE.md,# Hardware Architecture & Startup,,,
/home/uday/Downloads/pragati_ros2/docs/production-system/06-REALTIME_CONTROL.md,# Real-Time Control & ROS2 Communication,,,
/home/uday/Downloads/pragati_ros2/docs/evidence/2025-10-15/SAFETY_MONITOR_IMPLEMENTATION_COMPLETE.md,# SafetyMonitor Implementation - COMPLETE ✅,,,
/home/uday/Downloads/pragati_ros2/docs/maintenance/DOC_MAINTENANCE_POLICY.md,# Documentation Maintenance Policy,,FLAGGED,
/home/uday/Downloads/pragati_ros2/docs/guides/QUICK_REFERENCE.md,# Pragati ROS2 Quick Reference,,,
/home/uday/Downloads/pragati_ros2/docs/guides/UNIT_TEST_GUIDE.md,# Unit Testing Guide - Pragati ROS2,,,
/home/uday/Downloads/pragati_ros2/docs/guides/QUICK_START_continuous_operation.md,# Quick Start: Enable Continuous Operation,,,
/home/uday/Downloads/pragati_ros2/docs/guides/PERFORMANCE_CHECKLIST.md,# Performance Optimization Checklist,,,
/home/uday/Downloads/pragati_ros2/docs/guides/GAPS_AND_ACTION_PLAN.md,# Pragati ROS2 - Gaps Analysis & Action Plan,,,
/home/uday/Downloads/pragati_ros2/docs/guides/CAMERA_INTEGRATION_GUIDE.md,# Camera Integration Guide,,FLAGGED,
/home/uday/Downloads/pragati_ros2/docs/guides/TROUBLESHOOTING.md,# Troubleshooting Guide - Pragati ROS2,,,
/home/uday/Downloads/pragati_ros2/docs/guides/AUTOMATION_SETUP.md,# Automation Setup Guide,,,
/home/uday/Downloads/pragati_ros2/docs/guides/FINAL_FIX_continuous_operation.md,# FINAL FIX: Continuous Operation YAML Loading Issue,,,
/home/uday/Downloads/pragati_ros2/docs/guides/RASPBERRY_PI_DEPLOYMENT_GUIDE.md,# Pragati ROS2 - Raspberry Pi Deployment Guide,,,
/home/uday/Downloads/pragati_ros2/docs/guides/FAQ.md,# Frequently Asked Questions (FAQ),,,
/home/uday/Downloads/pragati_ros2/docs/guides/SCRIPTS_GUIDE.md,# Pragati ROS2 Scripts Guide,,,
/home/uday/Downloads/pragati_ros2/docs/guides/GPIO_SETUP_GUIDE.md,# GPIO Setup Guide,,,
/home/uday/Downloads/pragati_ros2/docs/guides/PHASES_2_TO_6_GUIDE.md,# Implementation Guide for Phases 2-6,,,
/home/uday/Downloads/pragati_ros2/docs/guides/API_DOCUMENTATION_GUIDE.md,# API Documentation Generation Guide,,,
/home/uday/Downloads/pragati_ros2/docs/guides/COTTON_DETECTION_MIGRATION_GUIDE.md,# Cotton Detection Migration to ROS2 Topics - Implementation Guide,,,
/home/uday/Downloads/pragati_ros2/docs/guides/START_SWITCH_TIMEOUT_GUIDE.md,# START_SWITCH Timeout Guide,,,
/home/uday/Downloads/pragati_ros2/docs/guides/PERFORMANCE_OPTIMIZATION_IMPLEMENTATION.md,# Performance Optimization Implementation Guide,,,
/home/uday/Downloads/pragati_ros2/docs/guides/SYSTEM_LAUNCH_GUIDE.md,# Pragati ROS2 System Launch Guide,,,
/home/uday/Downloads/pragati_ros2/docs/guides/ERROR_HANDLING_GUIDE.md,# Error Handling and Auto-Reconnect Guide,,,
/home/uday/Downloads/pragati_ros2/docs/guides/MOTOR_TUNING_GUIDE.md,# Motor Tuning Guide,,,
/home/uday/Downloads/pragati_ros2/docs/guides/SIMULATION_MODE_GUIDE.md,# Simulation Mode Quickstart,,,
/home/uday/Downloads/pragati_ros2/docs/guides/SAFETY_MONITOR_INTEGRATION_GUIDE.md,# Safety Monitor Integration Guide,,,
/home/uday/Downloads/pragati_ros2/docs/guides/CAN_BUS_SETUP_GUIDE.md,# CAN Bus Setup Guide,,,
/home/uday/Downloads/pragati_ros2/docs/guides/TABLE_TOP_VALIDATION_GUIDE.md,# Table-Top Validation Quick Reference Guide,,,
/home/uday/Downloads/pragati_ros2/docs/guides/hardware/HARDWARE_TESTING_QUICKSTART.md,# Hardware Testing Quick Start Guide,,,
/home/uday/Downloads/pragati_ros2/docs/guides/hardware/RPi_POWER_MGMT_FIX_SUMMARY.md,# Raspberry Pi Power Management Fix - Summary Report,,,
/home/uday/Downloads/pragati_ros2/docs/guides/hardware/RPi_FIX_INSTRUCTIONS.md,# Raspberry Pi Disconnection Fix - Instructions,,,
/home/uday/Downloads/pragati_ros2/docs/guides/software/BUILD_VERIFICATION.md,# Full Workspace Build Report,,,
/home/uday/Downloads/pragati_ros2/docs/validation/COMPREHENSIVE_SYSTEM_VALIDATION_REPORT.md,# PRAGATI ROS2 COMPREHENSIVE SYSTEM VALIDATION REPORT,,,
/home/uday/Downloads/pragati_ros2/docs/validation/VALIDATION_REPORT_UPDATES_2025-10-14.md,# COMPREHENSIVE_SYSTEM_VALIDATION_REPORT.md Updates - October 14  2025,,,
/home/uday/Downloads/pragati_ros2/docs/architecture/SYSTEM_ARCHITECTURE.md,# System Architecture - Pragati ROS2,,,
/home/uday/Downloads/pragati_ros2/docs/integration/ODRIVE_TO_MG6010_MIGRATION.md,# ODrive to MG6010 Migration Strategy,,,
/home/uday/Downloads/pragati_ros2/docs/integration/INTEGRATION_COMPLETE_FINAL_SUMMARY.md,# Cotton Detection ROS2 Integration - COMPLETE ✅,,FLAGGED,
/home/uday/Downloads/pragati_ros2/docs/integration/COTTON_DETECTION_INTEGRATION_COMPLETE.md,# Cotton Detection ROS2 Integration - Implementation Complete,,,
/home/uday/Downloads/pragati_ros2/docs/integration/COTTON_DETECTION_INTEGRATION_README.md,# Cotton Detection ROS2 Integration,,,
